NO,GAP,TIME,RACE,TIRE,LAP,STINT_LAP
27,75.852 ,1:18.400,canada2015,Soft,58.0,30.0
44,0,1:18.560,canada2015,Soft,59.0,30.0
6,1.429 ,1:18.215,canada2015,Soft,59.0,29.0
98,3 LAPS ,1:23.101,canada2015,Super,56.0,21.0
26,1 LAP ,1:18.607,canada2015,Soft,58.0,31.0
8,1 LAP ,1:18.239,canada2015,Soft,58.0,9.0
11,1 LAP ,1:19.676,canada2015,Soft,58.0,34.0
55,1 LAP ,1:19.310,canada2015,Soft,58.0,31.0
3,1 LAP ,1:19.970,canada2015,Soft,58.0,35.0
77,31.030 ,1:18.502,canada2015,Soft,59.0,31.0
9,1 LAP ,1:19.377,canada2015,Soft,58.0,30.0
33,1 LAP ,1:19.419,canada2015,Super,58.0,19.0
7,39.029 ,1:18.064,canada2015,Super,59.0,19.0
5,49.635 ,1:17.494,canada2015,Soft,59.0,24.0
13,56.130 ,1:18.709,canada2015,Soft,59.0,42.0
12,1 LAP ,1:20.266,canada2015,Soft,58.0,32.0
19,57.524 ,1:17.706,canada2015,Super,59.0,22.0
28,3 LAPS ,1:21.689,canada2015,Super,56.0,9.0
27,76.113 ,1:18.821,canada2015,Soft,59.0,31.0
44,0,1:17.782,canada2015,Soft,60.0,31.0
6,1.628 ,1:17.981,canada2015,Soft,60.0,30.0
26,1 LAP ,1:18.853,canada2015,Soft,59.0,32.0
8,1 LAP ,1:19.176,canada2015,Soft,59.0,10.0
11,1 LAP ,1:19.542,canada2015,Soft,59.0,35.0
55,1 LAP ,1:19.246,canada2015,Soft,59.0,32.0
3,1 LAP ,1:19.753,canada2015,Soft,59.0,36.0
77,31.626 ,1:18.378,canada2015,Soft,60.0,32.0
9,1 LAP ,1:19.051,canada2015,Soft,59.0,31.0
33,1 LAP ,1:19.431,canada2015,Super,59.0,20.0
7,39.360 ,1:18.113,canada2015,Super,60.0,20.0
5,49.530 ,1:17.677,canada2015,Soft,60.0,25.0
13,56.939 ,1:18.591,canada2015,Soft,60.0,43.0
19,57.668 ,1:17.926,canada2015,Super,60.0,23.0
12,1 LAP ,1:22.307,canada2015,Soft,59.0,33.0
28,3 LAPS ,1:21.929,canada2015,Super,57.0,10.0
27,76.857 ,1:18.526,canada2015,Soft,60.0,32.0
44,0,1:17.970,canada2015,Soft,61.0,32.0
6,1.742 ,1:18.084,canada2015,Soft,61.0,31.0
26,1 LAP ,1:18.520,canada2015,Soft,60.0,33.0
8,1 LAP ,1:18.312,canada2015,Soft,60.0,11.0
11,1 LAP ,1:18.898,canada2015,Soft,60.0,36.0
55,1 LAP ,1:18.811,canada2015,Soft,60.0,33.0
3,1 LAP ,1:19.328,canada2015,Soft,60.0,37.0
77,32.118 ,1:18.462,canada2015,Soft,61.0,33.0
9,1 LAP ,1:19.659,canada2015,Soft,60.0,32.0
7,39.991 ,1:18.601,canada2015,Super,61.0,21.0
33,1 LAP ,1:20.956,canada2015,Super,60.0,21.0
5,49.140 ,1:17.580,canada2015,Soft,61.0,26.0
19,57.681 ,1:17.983,canada2015,Super,61.0,24.0
13,58.245 ,1:19.276,canada2015,Soft,61.0,44.0
12,1 LAP ,1:20.120,canada2015,Soft,60.0,34.0
28,3 LAPS ,1:21.853,canada2015,Super,58.0,11.0
44,0,1:18.140,canada2015,Soft,62.0,33.0
6,1.239 ,1:17.637,canada2015,Soft,62.0,32.0
27,1 LAP ,1:21.513,canada2015,Soft,61.0,33.0
26,1 LAP ,1:18.508,canada2015,Soft,61.0,34.0
8,1 LAP ,1:18.461,canada2015,Soft,61.0,12.0
11,1 LAP ,1:19.160,canada2015,Soft,61.0,37.0
55,1 LAP ,1:19.330,canada2015,Soft,61.0,34.0
3,1 LAP ,1:19.494,canada2015,Soft,61.0,38.0
77,32.353 ,1:18.375,canada2015,Soft,62.0,34.0
7,40.315 ,1:18.464,canada2015,Super,62.0,22.0
9,1 LAP ,1:20.728,canada2015,Soft,61.0,33.0
33,1 LAP ,1:19.153,canada2015,Super,61.0,22.0
5,49.068 ,1:18.068,canada2015,Soft,62.0,27.0
19,57.299 ,1:17.758,canada2015,Super,62.0,25.0
13,59.575 ,1:19.470,canada2015,Soft,62.0,45.0
12,1 LAP ,1:19.172,canada2015,Soft,61.0,35.0
28,3 LAPS ,1:21.717,canada2015,Super,59.0,12.0
44,0,1:17.472,canada2015,Soft,63.0,34.0
6,1.428 ,1:17.661,canada2015,Soft,63.0,33.0
27,1 LAP ,1:18.653,canada2015,Soft,62.0,34.0
26,1 LAP ,1:18.280,canada2015,Soft,62.0,35.0
8,1 LAP ,1:18.707,canada2015,Soft,62.0,13.0
11,1 LAP ,1:19.277,canada2015,Soft,62.0,38.0
55,1 LAP ,1:19.258,canada2015,Soft,62.0,35.0
3,1 LAP ,1:19.290,canada2015,Soft,62.0,39.0
77,33.149 ,1:18.268,canada2015,Soft,63.0,35.0
7,40.496 ,1:17.653,canada2015,Super,63.0,23.0
9,1 LAP ,1:19.468,canada2015,Soft,62.0,34.0
33,1 LAP ,1:19.465,canada2015,Super,62.0,23.0
5,49.377 ,1:17.781,canada2015,Soft,63.0,28.0
19,57.380 ,1:17.553,canada2015,Super,63.0,26.0
13,60.924 ,1:18.821,canada2015,Soft,63.0,46.0
12,1 LAP ,1:19.350,canada2015,Soft,62.0,36.0
44,0,1:17.677,canada2015,Soft,64.0,35.0
6,2.101 ,1:18.350,canada2015,Soft,64.0,34.0
27,1 LAP ,1:18.601,canada2015,Soft,63.0,35.0
28,4 LAPS ,1:25.246,canada2015,Super,60.0,13.0
26,1 LAP ,1:18.279,canada2015,Soft,63.0,36.0
8,1 LAP ,1:18.475,canada2015,Soft,63.0,14.0
11,1 LAP ,1:19.632,canada2015,Soft,63.0,39.0
55,1 LAP ,1:20.518,canada2015,Soft,63.0,36.0
77,34.021 ,1:18.549,canada2015,Soft,64.0,36.0
3,1 LAP ,1:21.195,canada2015,Soft,63.0,40.0
7,40.787 ,1:17.968,canada2015,Super,64.0,24.0
9,1 LAP ,1:19.067,canada2015,Soft,63.0,35.0
33,1 LAP ,1:20.025,canada2015,Super,63.0,24.0
5,49.412 ,1:17.712,canada2015,Soft,64.0,29.0
19,57.745 ,1:18.042,canada2015,Super,64.0,27.0
13,62.042 ,1:18.795,canada2015,Soft,64.0,47.0
12,1 LAP ,1:20.026,canada2015,Soft,63.0,37.0
44,0,1:17.616,canada2015,Soft,65.0,36.0
6,2.619 ,1:18.134,canada2015,Soft,65.0,35.0
27,1 LAP ,1:18.269,canada2015,Soft,64.0,36.0
28,4 LAPS ,1:21.689,canada2015,Super,61.0,14.0
26,1 LAP ,1:18.084,canada2015,Soft,64.0,37.0
8,1 LAP ,1:18.106,canada2015,Soft,64.0,15.0
11,1 LAP ,1:19.667,canada2015,Soft,64.0,40.0
55,1 LAP ,1:19.738,canada2015,Soft,64.0,37.0
77,34.672 ,1:18.267,canada2015,Soft,65.0,37.0
3,1 LAP ,1:19.867,canada2015,Soft,64.0,41.0
7,40.838 ,1:17.667,canada2015,Super,65.0,25.0
9,1 LAP ,1:19.458,canada2015,Soft,64.0,36.0
33,1 LAP ,1:19.607,canada2015,Super,64.0,25.0
5,49.599 ,1:17.803,canada2015,Soft,65.0,30.0
19,57.847 ,1:17.718,canada2015,Super,65.0,28.0
13,63.105 ,1:18.679,canada2015,Soft,65.0,48.0
12,1 LAP ,1:20.388,canada2015,Soft,64.0,38.0
44,0,1:17.740,canada2015,Soft,66.0,37.0
6,3.471 ,1:18.592,canada2015,Soft,66.0,36.0
27,1 LAP ,1:18.238,canada2015,Soft,65.0,37.0
26,1 LAP ,1:18.554,canada2015,Soft,65.0,38.0
8,1 LAP ,1:18.454,canada2015,Soft,65.0,16.0
28,4 LAPS ,1:23.918,canada2015,Super,62.0,15.0
11,1 LAP ,1:20.071,canada2015,Soft,65.0,41.0
55,1 LAP ,1:19.400,canada2015,Soft,65.0,38.0
77,34.854 ,1:17.922,canada2015,Soft,66.0,38.0
3,1 LAP ,1:19.416,canada2015,Soft,65.0,42.0
7,41.077 ,1:17.979,canada2015,Super,66.0,26.0
9,1 LAP ,1:19.009,canada2015,Soft,65.0,37.0
5,49.840 ,1:17.981,canada2015,Soft,66.0,31.0
33,1 LAP ,1:19.966,canada2015,Super,65.0,26.0
19,57.708 ,1:17.601,canada2015,Super,66.0,29.0
13,64.164 ,1:18.799,canada2015,Soft,66.0,49.0
12,1 LAP ,1:20.225,canada2015,Soft,65.0,39.0
44,0,1:17.930,canada2015,Soft,67.0,38.0
6,3.604 ,1:18.063,canada2015,Soft,67.0,37.0
27,1 LAP ,1:18.457,canada2015,Soft,66.0,38.0
26,1 LAP ,1:18.207,canada2015,Soft,66.0,39.0
8,1 LAP ,1:18.362,canada2015,Soft,66.0,17.0
28,4 LAPS ,1:21.513,canada2015,Super,63.0,16.0
11,1 LAP ,1:20.962,canada2015,Soft,66.0,42.0
55,1 LAP ,1:19.348,canada2015,Soft,66.0,39.0
77,35.553 ,1:18.629,canada2015,Soft,67.0,39.0
3,1 LAP ,1:19.060,canada2015,Soft,66.0,43.0
7,41.137 ,1:17.990,canada2015,Super,67.0,27.0
9,1 LAP ,1:19.026,canada2015,Soft,66.0,38.0
5,49.490 ,1:17.580,canada2015,Soft,67.0,32.0
33,1 LAP ,1:19.389,canada2015,Super,66.0,27.0
19,57.361 ,1:17.583,canada2015,Super,67.0,30.0
13,65.375 ,1:19.141,canada2015,Soft,67.0,50.0
12,1 LAP ,1:20.102,canada2015,Soft,66.0,40.0
44,0,1:18.042,canada2015,Soft,68.0,39.0
6,3.546 ,1:17.984,canada2015,Soft,68.0,38.0
27,1 LAP ,1:18.346,canada2015,Soft,67.0,39.0
26,1 LAP ,1:18.362,canada2015,Soft,67.0,40.0
8,1 LAP ,1:18.116,canada2015,Soft,67.0,18.0
28,4 LAPS ,1:21.737,canada2015,Super,64.0,17.0
11,1 LAP ,1:20.804,canada2015,Soft,67.0,43.0
55,1 LAP ,1:19.195,canada2015,Soft,67.0,40.0
77,36.882 ,1:19.371,canada2015,Soft,68.0,40.0
7,41.382 ,1:18.287,canada2015,Super,68.0,28.0
3,1 LAP ,1:21.942,canada2015,Soft,67.0,44.0
5,49.021 ,1:17.573,canada2015,Soft,68.0,33.0
9,1 LAP ,1:20.093,canada2015,Soft,67.0,39.0
33,1 LAP ,1:19.266,canada2015,Super,67.0,28.0
19,57.107 ,1:17.788,canada2015,Super,68.0,31.0
13,66.446 ,1:19.113,canada2015,Soft,68.0,51.0
44,0,1:19.409,canada2015,Soft,69.0,40.0
12,2 LAPS ,1:23.370,canada2015,Soft,67.0,41.0
6,2.285 ,1:18.148,canada2015,Soft,69.0,39.0
27,1 LAP ,1:18.649,canada2015,Soft,68.0,40.0
26,1 LAP ,1:18.048,canada2015,Soft,68.0,41.0
8,1 LAP ,1:19.062,canada2015,Soft,68.0,19.0
28,4 LAPS ,1:21.923,canada2015,Super,65.0,18.0
11,1 LAP ,1:20.163,canada2015,Soft,68.0,44.0
55,1 LAP ,1:18.891,canada2015,Soft,68.0,41.0
77,40.666 ,1:23.193,canada2015,Soft,69.0,41.0
7,45.625 ,1:23.652,canada2015,Super,69.0,29.0
3,1 LAP ,1:21.656,canada2015,Soft,68.0,45.0
5,49.903 ,1:20.291,canada2015,Soft,69.0,34.0
9,1 LAP ,1:19.922,canada2015,Soft,68.0,40.0
33,1 LAP ,1:19.112,canada2015,Super,68.0,29.0
19,56.381 ,1:18.683,canada2015,Super,69.0,32.0
13,66.664 ,1:19.627,canada2015,Soft,69.0,52.0
6,0,1:32.902,austria2015,Super,0.0,0.0
44,0.865 ,1:33.767,austria2015,Super,0.0,0.0
5,2.450 ,1:35.352,austria2015,Super,0.0,0.0
19,3.475 ,1:36.377,austria2015,Super,0.0,0.0
27,5.065 ,1:37.967,austria2015,Super,0.0,0.0
33,5.929 ,1:38.831,austria2015,Super,0.0,0.0
77,6.755 ,1:39.657,austria2015,Super,0.0,0.0
12,7.940 ,1:40.842,austria2015,Super,0.0,0.0
55,9.296 ,1:42.198,austria2015,Super,0.0,0.0
8,9.837 ,1:42.739,austria2015,Super,0.0,0.0
11,10.994 ,1:43.896,austria2015,Soft,0.0,0.0
13,11.729 ,1:44.631,austria2015,Soft,0.0,0.0
26,PIT  ,1:45.154,austria2015,Super,0.0,0.0
9,12.811 ,1:45.713,austria2015,Super,0.0,0.0
98,13.407 ,1:46.309,austria2015,Super,0.0,0.0
3,14.889 ,1:47.791,austria2015,Soft,0.0,0.0
22,15.776 ,1:48.678,austria2015,Super,0.0,0.0
28,16.857 ,1:49.759,austria2015,Super,0.0,0.0
6,0,2:17.155,austria2015,Super,1.0,1.0
44,1.929 ,2:18.219,austria2015,Super,1.0,1.0
5,3.026 ,2:17.731,austria2015,Super,1.0,1.0
19,4.198 ,2:17.878,austria2015,Super,1.0,1.0
27,5.019 ,2:17.109,austria2015,Super,1.0,1.0
33,6.348 ,2:17.574,austria2015,Super,1.0,1.0
77,7.818 ,2:18.218,austria2015,Super,1.0,1.0
12,8.961 ,2:18.176,austria2015,Super,1.0,1.0
55,9.532 ,2:17.391,austria2015,Super,1.0,1.0
8,11.432 ,2:18.750,austria2015,Super,1.0,1.0
11,12.214 ,2:18.375,austria2015,Soft,1.0,1.0
13,12.773 ,2:18.199,austria2015,Soft,1.0,1.0
98,13.344 ,2:17.092,austria2015,Super,1.0,1.0
9,PIT  ,2:18.158,austria2015,Super,1.0,1.0
3,15.442 ,2:17.708,austria2015,Soft,1.0,1.0
22,16.667 ,2:18.046,austria2015,Super,1.0,1.0
26,17.449 ,2:22.352,austria2015,Soft,1.0,0.0
6,0,2:05.597,austria2015,Super,2.0,2.0
44,1.305 ,2:04.973,austria2015,Super,2.0,2.0
5,2.289 ,2:04.860,austria2015,Super,2.0,2.0
19,3.095 ,2:04.494,austria2015,Super,2.0,2.0
27,4.392 ,2:04.970,austria2015,Super,2.0,2.0
33,5.516 ,2:04.765,austria2015,Super,2.0,2.0
77,6.256 ,2:04.035,austria2015,Super,2.0,2.0
12,7.118 ,2:03.754,austria2015,Super,2.0,2.0
55,8.267 ,2:04.332,austria2015,Super,2.0,2.0
8,10.220 ,2:04.385,austria2015,Super,2.0,2.0
11,11.098 ,2:04.481,austria2015,Soft,2.0,2.0
13,11.763 ,2:04.587,austria2015,Soft,2.0,2.0
98,12.409 ,2:04.662,austria2015,Super,2.0,2.0
3,13.973 ,2:04.128,austria2015,Soft,2.0,2.0
26,14.979 ,2:03.127,austria2015,Soft,2.0,1.0
22,PIT  ,2:04.174,austria2015,Super,2.0,2.0
9,16.110 ,2:07.893,austria2015,Soft,2.0,0.0
6,0,1:58.402,austria2015,Super,3.0,3.0
44,0.956 ,1:58.053,austria2015,Super,3.0,3.0
5,2.336 ,1:58.449,austria2015,Super,3.0,3.0
19,3.217 ,1:58.524,austria2015,Super,3.0,3.0
27,4.051 ,1:58.061,austria2015,Super,3.0,3.0
33,6.236 ,1:59.122,austria2015,Super,3.0,3.0
77,6.859 ,1:59.005,austria2015,Super,3.0,3.0
12,8.684 ,1:59.968,austria2015,Super,3.0,3.0
55,10.657 ,2:00.792,austria2015,Super,3.0,3.0
8,11.553 ,1:59.735,austria2015,Super,3.0,3.0
11,12.084 ,1:59.388,austria2015,Soft,3.0,3.0
13,13.311 ,1:59.950,austria2015,Soft,3.0,3.0
98,13.880 ,1:59.873,austria2015,Super,3.0,3.0
3,15.494 ,1:59.923,austria2015,Soft,3.0,3.0
26,16.384 ,1:59.807,austria2015,Soft,3.0,2.0
9,17.837 ,2:00.129,austria2015,Soft,3.0,1.0
22,18.767 ,2:01.925,austria2015,Soft,3.0,0.0
6,0,1:53.637,austria2015,Super,4.0,4.0
44,0.805 ,1:53.486,austria2015,Super,4.0,4.0
5,2.191 ,1:53.492,austria2015,Super,4.0,4.0
19,2.997 ,1:53.417,austria2015,Super,4.0,4.0
27,4.247 ,1:53.833,austria2015,Super,4.0,4.0
33,4.928 ,1:52.329,austria2015,Super,4.0,4.0
77,5.886 ,1:52.664,austria2015,Super,4.0,4.0
12,7.181 ,1:52.134,austria2015,Super,4.0,4.0
55,8.052 ,1:51.032,austria2015,Super,4.0,4.0
8,9.116 ,1:51.200,austria2015,Super,4.0,4.0
11,10.444 ,1:51.997,austria2015,Soft,4.0,4.0
13,11.395 ,1:51.721,austria2015,Soft,4.0,4.0
98,12.180 ,1:51.937,austria2015,Super,4.0,4.0
3,13.269 ,1:51.412,austria2015,Soft,4.0,4.0
26,14.705 ,1:51.958,austria2015,Soft,4.0,3.0
9,15.950 ,1:51.750,austria2015,Soft,4.0,2.0
22,17.338 ,1:52.208,austria2015,Soft,4.0,1.0
6,0,1:49.873,austria2015,Super,5.0,5.0
44,0.673 ,1:49.741,austria2015,Super,5.0,5.0
5,1.297 ,1:48.979,austria2015,Super,5.0,5.0
19,1.742 ,1:48.618,austria2015,Super,5.0,5.0
27,2.111 ,1:47.737,austria2015,Super,5.0,5.0
33,2.440 ,1:47.385,austria2015,Super,5.0,5.0
77,2.737 ,1:46.724,austria2015,Super,5.0,5.0
12,2.938 ,1:45.630,austria2015,Super,5.0,5.0
55,3.315 ,1:45.136,austria2015,Super,5.0,5.0
8,3.604 ,1:44.361,austria2015,Super,5.0,5.0
11,3.987 ,1:43.416,austria2015,Soft,5.0,5.0
13,4.300 ,1:42.778,austria2015,Soft,5.0,5.0
98,4.911 ,1:42.604,austria2015,Super,5.0,5.0
3,5.015 ,1:41.619,austria2015,Soft,5.0,5.0
26,5.452 ,1:40.620,austria2015,Soft,5.0,4.0
9,6.520 ,1:40.443,austria2015,Soft,5.0,3.0
22,PIT  ,1:42.229,austria2015,Soft,5.0,2.0
6,0,1:13.607,austria2015,Super,6.0,6.0
44,1.506 ,1:14.440,austria2015,Super,6.0,6.0
5,2.913 ,1:15.223,austria2015,Super,6.0,6.0
19,3.837 ,1:15.702,austria2015,Super,6.0,6.0
27,4.302 ,1:15.798,austria2015,Super,6.0,6.0
33,4.889 ,1:16.056,austria2015,Super,6.0,6.0
77,5.546 ,1:16.416,austria2015,Super,6.0,6.0
12,5.981 ,1:16.650,austria2015,Super,6.0,6.0
55,6.631 ,1:16.923,austria2015,Super,6.0,6.0
11,7.439 ,1:17.059,austria2015,Soft,6.0,6.0
8,7.749 ,1:17.752,austria2015,Super,6.0,6.0
13,8.210 ,1:17.517,austria2015,Soft,6.0,6.0
3,8.902 ,1:17.494,austria2015,Soft,6.0,6.0
98,9.583 ,1:18.279,austria2015,Super,6.0,6.0
26,9.809 ,1:17.964,austria2015,Soft,6.0,5.0
9,10.451 ,1:17.538,austria2015,Soft,6.0,4.0
22,37.291 ,1:41.204,austria2015,Soft,6.0,0.0
6,0,1:13.177,austria2015,Super,7.0,7.0
44,1.573 ,1:13.244,austria2015,Super,7.0,7.0
5,3.572 ,1:13.836,austria2015,Super,7.0,7.0
19,4.646 ,1:13.986,austria2015,Super,7.0,7.0
27,5.293 ,1:14.168,austria2015,Super,7.0,7.0
33,6.145 ,1:14.433,austria2015,Super,7.0,7.0
77,7.216 ,1:14.847,austria2015,Super,7.0,7.0
12,7.990 ,1:15.186,austria2015,Super,7.0,7.0
55,8.564 ,1:15.110,austria2015,Super,7.0,7.0
11,9.385 ,1:15.123,austria2015,Soft,7.0,7.0
8,9.689 ,1:15.117,austria2015,Super,7.0,7.0
13,10.537 ,1:15.504,austria2015,Soft,7.0,7.0
3,11.396 ,1:15.671,austria2015,Soft,7.0,7.0
26,12.491 ,1:15.859,austria2015,Soft,7.0,6.0
98,13.861 ,1:17.455,austria2015,Super,7.0,7.0
9,14.699 ,1:17.425,austria2015,Soft,7.0,5.0
6,0,1:12.629,austria2015,Super,8.0,8.0
44,1.978 ,1:13.034,austria2015,Super,8.0,8.0
5,4.362 ,1:13.419,austria2015,Super,8.0,8.0
19,5.669 ,1:13.652,austria2015,Super,8.0,8.0
27,6.637 ,1:13.973,austria2015,Super,8.0,8.0
33,7.300 ,1:13.784,austria2015,Super,8.0,8.0
77,8.186 ,1:13.599,austria2015,Super,8.0,8.0
12,9.488 ,1:14.127,austria2015,Super,8.0,8.0
22,PIT  ,1:58.603,austria2015,Soft,7.0,1.0
55,10.286 ,1:14.351,austria2015,Super,8.0,8.0
11,11.276 ,1:14.520,austria2015,Soft,8.0,8.0
8,11.953 ,1:14.893,austria2015,Super,8.0,8.0
13,12.799 ,1:14.891,austria2015,Soft,8.0,8.0
3,13.866 ,1:15.099,austria2015,Soft,8.0,8.0
26,15.148 ,1:15.286,austria2015,Soft,8.0,7.0
9,18.307 ,1:16.237,austria2015,Soft,8.0,6.0
98,19.569 ,1:18.337,austria2015,Super,8.0,8.0
6,0,1:12.419,austria2015,Super,9.0,9.0
44,2.321 ,1:12.762,austria2015,Super,9.0,9.0
5,4.839 ,1:12.896,austria2015,Super,9.0,9.0
19,6.508 ,1:13.258,austria2015,Super,9.0,9.0
27,7.743 ,1:13.525,austria2015,Super,9.0,9.0
33,8.523 ,1:13.642,austria2015,Super,9.0,9.0
77,9.247 ,1:13.480,austria2015,Super,9.0,9.0
12,11.141 ,1:14.072,austria2015,Super,9.0,9.0
55,11.721 ,1:13.854,austria2015,Super,9.0,9.0
11,13.116 ,1:14.259,austria2015,Soft,9.0,9.0
8,13.475 ,1:13.941,austria2015,Super,9.0,9.0
13,14.878 ,1:14.498,austria2015,Soft,9.0,9.0
3,16.276 ,1:14.829,austria2015,Soft,9.0,9.0
26,17.517 ,1:14.788,austria2015,Soft,9.0,8.0
9,21.667 ,1:15.779,austria2015,Soft,9.0,7.0
98,24.089 ,1:16.939,austria2015,Super,9.0,9.0
6,0,1:12.157,austria2015,Super,10.0,10.0
44,2.406 ,1:12.242,austria2015,Super,10.0,10.0
5,5.493 ,1:12.811,austria2015,Super,10.0,10.0
19,7.379 ,1:13.028,austria2015,Super,10.0,10.0
27,8.889 ,1:13.303,austria2015,Super,10.0,10.0
33,9.613 ,1:13.247,austria2015,Super,10.0,10.0
77,10.693 ,1:13.603,austria2015,Super,10.0,10.0
12,13.077 ,1:14.093,austria2015,Super,10.0,10.0
55,13.727 ,1:14.163,austria2015,Super,10.0,10.0
11,15.098 ,1:14.139,austria2015,Soft,10.0,10.0
8,15.514 ,1:14.196,austria2015,Super,10.0,10.0
13,16.958 ,1:14.237,austria2015,Soft,10.0,10.0
3,18.495 ,1:14.376,austria2015,Soft,10.0,10.0
26,20.784 ,1:15.424,austria2015,Soft,10.0,9.0
9,24.630 ,1:15.120,austria2015,Soft,10.0,8.0
98,28.561 ,1:16.629,austria2015,Super,10.0,10.0
6,0,1:12.509,austria2015,Super,11.0,11.0
44,2.130 ,1:12.233,austria2015,Super,11.0,11.0
5,5.806 ,1:12.822,austria2015,Super,11.0,11.0
19,7.813 ,1:12.943,austria2015,Super,11.0,11.0
27,9.601 ,1:13.221,austria2015,Super,11.0,11.0
33,10.605 ,1:13.501,austria2015,Super,11.0,11.0
77,11.622 ,1:13.438,austria2015,Super,11.0,11.0
12,14.097 ,1:13.529,austria2015,Super,11.0,11.0
55,15.014 ,1:13.796,austria2015,Super,11.0,11.0
11,16.624 ,1:14.035,austria2015,Soft,11.0,11.0
8,17.483 ,1:14.478,austria2015,Super,11.0,11.0
13,18.517 ,1:14.068,austria2015,Soft,11.0,11.0
3,20.449 ,1:14.463,austria2015,Soft,11.0,11.0
26,23.170 ,1:14.895,austria2015,Soft,11.0,10.0
9,PIT  ,1:19.166,austria2015,Soft,11.0,9.0
98,32.596 ,1:16.544,austria2015,Super,11.0,11.0
6,0,1:12.345,austria2015,Super,12.0,12.0
44,2.007 ,1:12.222,austria2015,Super,12.0,12.0
5,6.138 ,1:12.677,austria2015,Super,12.0,12.0
19,8.454 ,1:12.986,austria2015,Super,12.0,12.0
27,10.436 ,1:13.180,austria2015,Super,12.0,12.0
33,11.579 ,1:13.319,austria2015,Super,12.0,12.0
77,12.405 ,1:13.128,austria2015,Super,12.0,12.0
12,15.202 ,1:13.450,austria2015,Super,12.0,12.0
55,16.355 ,1:13.686,austria2015,Super,12.0,12.0
11,18.239 ,1:13.960,austria2015,Soft,12.0,12.0
8,19.095 ,1:13.957,austria2015,Super,12.0,12.0
13,20.055 ,1:13.883,austria2015,Soft,12.0,12.0
3,22.387 ,1:14.283,austria2015,Soft,12.0,12.0
26,25.593 ,1:14.768,austria2015,Soft,12.0,11.0
98,37.610 ,1:17.359,austria2015,Super,12.0,12.0
9,46.655 ,1:27.713,austria2015,Soft,12.0,10.0
6,0,1:12.506,austria2015,Super,13.0,13.0
44,1.902 ,1:12.401,austria2015,Super,13.0,13.0
5,6.400 ,1:12.768,austria2015,Super,13.0,13.0
19,8.985 ,1:13.037,austria2015,Super,13.0,13.0
27,11.472 ,1:13.542,austria2015,Super,13.0,13.0
33,12.824 ,1:13.751,austria2015,Super,13.0,13.0
77,13.444 ,1:13.545,austria2015,Super,13.0,13.0
12,16.275 ,1:13.579,austria2015,Super,13.0,13.0
55,17.650 ,1:13.801,austria2015,Super,13.0,13.0
11,19.669 ,1:13.936,austria2015,Soft,13.0,13.0
8,20.179 ,1:13.590,austria2015,Super,13.0,13.0
13,21.184 ,1:13.635,austria2015,Soft,13.0,13.0
3,24.464 ,1:14.583,austria2015,Soft,13.0,13.0
26,27.583 ,1:14.496,austria2015,Soft,13.0,12.0
98,41.238 ,1:16.134,austria2015,Super,13.0,13.0
9,48.885 ,1:14.736,austria2015,Soft,13.0,11.0
6,0,1:12.389,austria2015,Super,14.0,14.0
44,1.843 ,1:12.330,austria2015,Super,14.0,14.0
5,6.924 ,1:12.913,austria2015,Super,14.0,14.0
19,9.379 ,1:12.783,austria2015,Super,14.0,14.0
27,12.251 ,1:13.168,austria2015,Super,14.0,14.0
77,14.485 ,1:13.430,austria2015,Super,14.0,14.0
33,15.386 ,1:14.951,austria2015,Super,14.0,14.0
12,17.635 ,1:13.749,austria2015,Super,14.0,14.0
55,18.979 ,1:13.718,austria2015,Super,14.0,14.0
11,21.119 ,1:13.839,austria2015,Soft,14.0,14.0
8,21.488 ,1:13.698,austria2015,Super,14.0,14.0
13,22.506 ,1:13.711,austria2015,Soft,14.0,14.0
3,26.363 ,1:14.288,austria2015,Soft,14.0,14.0
26,29.462 ,1:14.268,austria2015,Soft,14.0,13.0
98,45.019 ,1:16.170,austria2015,Super,14.0,14.0
9,51.099 ,1:14.603,austria2015,Soft,14.0,12.0
6,0,1:12.466,austria2015,Super,15.0,15.0
44,1.719 ,1:12.342,austria2015,Super,15.0,15.0
5,7.191 ,1:12.733,austria2015,Super,15.0,15.0
19,10.029 ,1:13.116,austria2015,Super,15.0,15.0
27,12.940 ,1:13.155,austria2015,Super,15.0,15.0
77,15.099 ,1:13.080,austria2015,Super,15.0,15.0
33,16.626 ,1:13.706,austria2015,Super,15.0,15.0
12,18.829 ,1:13.660,austria2015,Super,15.0,15.0
55,20.329 ,1:13.816,austria2015,Super,15.0,15.0
11,22.570 ,1:13.917,austria2015,Soft,15.0,15.0
8,22.895 ,1:13.873,austria2015,Super,15.0,15.0
13,23.775 ,1:13.735,austria2015,Soft,15.0,15.0
3,28.085 ,1:14.188,austria2015,Soft,15.0,15.0
26,31.623 ,1:14.627,austria2015,Soft,15.0,14.0
98,48.732 ,1:16.179,austria2015,Super,15.0,15.0
9,53.219 ,1:14.586,austria2015,Soft,15.0,13.0
6,0,1:12.173,austria2015,Super,16.0,16.0
44,1.806 ,1:12.260,austria2015,Super,16.0,16.0
5,7.548 ,1:12.530,austria2015,Super,16.0,16.0
19,10.476 ,1:12.620,austria2015,Super,16.0,16.0
27,14.041 ,1:13.274,austria2015,Super,16.0,16.0
77,16.056 ,1:13.130,austria2015,Super,16.0,16.0
